RecordNum,process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.result,verification.time
1,0,0,2,1,59,1,0,FALSE,163.3166667
2,0,0,2,1,59,2,0,FALSE,200.86
3,0,0,2,1,59,4,0,FALSE,154.8888889
4,0,0,2,1,59,6,0,FALSE,108.64
5,0,0,2,1,60,1,0,TRUE,85.46666667
6,0,0,2,1,60,1,3,TRUE,82
7,0,0,2,1,60,1,4,FALSE,154.25
8,0,0,2,1,60,2,0,TRUE,80.95
9,0,0,2,1,60,2,3,TRUE,78
10,0,0,2,1,60,2,4,FALSE,197.01
11,0,0,2,1,60,4,0,TRUE,80.25
12,0,0,2,1,60,4,3,TRUE,77.91666667
13,0,0,2,1,60,4,4,FALSE,144.6944444
14,0,0,2,1,60,6,0,TRUE,88.12
15,0,0,2,1,60,6,3,TRUE,78.84
16,0,0,2,1,60,6,4,TRUE,78.15
17,0,0,2,1,69,3,0,FALSE,112.05
18,0,0,2,1,69,5,0,FALSE,322.0555556
19,0,0,2,1,70,3,0,TRUE,87.1
20,0,0,2,1,70,3,3,TRUE,97.11
21,0,0,2,1,70,3,4,TRUE,80.86
22,0,0,2,1,70,5,0,TRUE,194.4388889
23,0,0,2,1,70,5,3,FALSE,378.8222222
24,0,0,2,1,70,5,4,TRUE,207.7722222
25,0,1,1,1,59,1,0,FALSE,646.675
26,0,1,1,1,59,4,0,FALSE,564.6346154
27,0,1,1,1,59,6,0,FALSE,248.2166667
28,0,1,1,1,60,1,0,FALSE,578.625
29,0,1,1,1,60,4,0,FALSE,523.9615385
30,0,1,1,1,60,6,0,TRUE,90
31,0,1,1,1,60,6,2,TRUE,94.58333333
32,0,1,1,1,60,6,3,FALSE,243.5166667
33,0,1,1,1,60,6,4,FALSE,225.05
34,0,1,1,1,61,1,0,FALSE,608.2
35,0,1,1,1,61,4,0,FALSE,546.3461538
36,0,1,1,1,62,1,0,FALSE,596.475
37,0,1,1,1,62,4,0,FALSE,554.1153846
38,0,1,1,1,63,1,0,FALSE,603.65
39,0,1,1,1,63,4,0,FALSE,553.7692308
40,0,1,1,1,64,1,0,FALSE,532.8
41,0,1,1,1,64,4,0,FALSE,483.4615385
42,0,1,1,1,65,1,0,FALSE,567.975
43,0,1,1,1,65,4,0,FALSE,505.9615385
44,0,1,1,1,66,1,0,FALSE,564.3
45,0,1,1,1,66,4,0,FALSE,496.1730769
46,0,1,1,1,67,1,0,FALSE,588.9
47,0,1,1,1,67,4,0,FALSE,522.6346154
48,0,1,1,1,68,1,0,FALSE,537.075
49,0,1,1,1,68,4,0,FALSE,481.6538462
50,0,1,1,1,69,1,0,FALSE,544.05
51,0,1,1,1,69,3,0,FALSE,178.4
52,0,1,1,1,69,4,0,FALSE,512.3461538
53,0,1,1,1,69,5,0,FALSE,751.1875
54,0,1,1,1,70,1,0,TRUE,518.2
55,0,1,1,1,70,1,2,TRUE,547.725
56,0,1,1,1,70,1,3,FALSE,602.125
57,0,1,1,1,70,1,4,FALSE,588.2
58,0,1,1,1,70,3,0,TRUE,153.5166667
59,0,1,1,1,70,3,2,TRUE,151.1333333
60,0,1,1,1,70,3,3,FALSE,165.4166667
61,0,1,1,1,70,3,4,FALSE,176.7166667
62,0,1,1,1,70,4,0,TRUE,418.0576923
63,0,1,1,1,70,4,2,TRUE,451.1538462
64,0,1,1,1,70,4,3,FALSE,529.0769231
65,0,1,1,1,70,4,4,FALSE,518.3653846
66,0,1,1,1,70,5,0,FALSE,739.475
67,0,1,1,1,71,5,0,FALSE,751.9875
68,0,1,1,1,72,5,0,FALSE,740.4125
69,0,1,1,1,73,5,0,FALSE,719.45
70,0,1,1,1,74,5,0,FALSE,745.5375
71,0,1,1,1,75,5,0,FALSE,734.5625
72,0,1,1,1,76,5,0,FALSE,752.3
73,0,1,1,1,77,5,0,FALSE,725.55
74,0,1,1,1,78,5,0,FALSE,742.825
75,0,1,1,1,79,5,0,FALSE,723.8125
76,0,1,1,1,80,5,0,TRUE,101.7375
77,0,1,1,1,80,5,2,FALSE,770.2375
78,0,1,1,1,80,5,3,FALSE,770.75
79,0,1,1,1,80,5,4,TRUE,106.3375
80,0,1,2,0,59,1,0,FALSE,513.2333333
81,0,1,2,0,59,2,0,FALSE,1527.53
82,0,1,2,0,59,4,0,FALSE,476.3222222
83,0,1,2,0,59,6,0,FALSE,145.4
84,0,1,2,0,60,1,0,FALSE,443.0166667
85,0,1,2,0,60,2,0,FALSE,1137.465
86,0,1,2,0,60,4,0,FALSE,419.8555556
87,0,1,2,0,60,6,0,TRUE,91.805
88,0,1,2,0,60,6,2,TRUE,85.25
89,0,1,2,0,60,6,3,FALSE,134.325
90,0,1,2,0,61,1,0,FALSE,462.0583333
91,0,1,2,0,61,2,0,FALSE,1293.665
92,0,1,2,0,61,4,0,FALSE,441.8388889
93,0,1,2,0,62,1,0,FALSE,463.7083333
94,0,1,2,0,62,2,0,FALSE,1245.215
95,0,1,2,0,62,4,0,FALSE,434.75
96,0,1,2,0,63,1,0,FALSE,463.075
97,0,1,2,0,63,2,0,FALSE,1290.88
98,0,1,2,0,63,4,0,FALSE,455.2666667
99,0,1,2,0,64,1,0,FALSE,389.3
100,0,1,2,0,64,2,0,FALSE,991.07
101,0,1,2,0,64,4,0,FALSE,362.8111111
102,0,1,2,0,65,1,0,FALSE,411.825
103,0,1,2,0,65,2,0,FALSE,1106.455
104,0,1,2,0,65,4,0,FALSE,384.3388889
105,0,1,2,0,66,1,0,FALSE,398.4833333
106,0,1,2,0,66,2,0,FALSE,1098.255
107,0,1,2,0,66,4,0,FALSE,377.3944444
108,0,1,2,0,67,1,0,FALSE,428.8333333
109,0,1,2,0,67,2,0,FALSE,1236.05
110,0,1,2,0,67,4,0,FALSE,417.1388889
111,0,1,2,0,68,1,0,FALSE,395.4583333
112,0,1,2,0,68,2,0,FALSE,917.335
113,0,1,2,0,68,4,0,FALSE,363.2555556
114,0,1,2,0,69,1,0,FALSE,412.6666667
115,0,1,2,0,69,2,0,FALSE,1020.25
116,0,1,2,0,69,3,0,FALSE,109.71
117,0,1,2,0,69,4,0,FALSE,399.2777778
118,0,1,2,0,70,1,0,TRUE,383.1916667
119,0,1,2,0,70,1,2,TRUE,412.525
120,0,1,2,0,70,1,3,FALSE,455.6166667
121,0,1,2,0,70,2,0,FALSE,1013.485
122,0,1,2,0,70,3,0,TRUE,101.765
123,0,1,2,0,70,3,2,TRUE,94.635
124,0,1,2,0,70,3,3,FALSE,99.945
125,0,1,2,0,70,4,0,TRUE,348.1555556
126,0,1,2,0,70,4,2,TRUE,375.7333333
127,0,1,2,0,70,4,3,FALSE,429.9388889
128,0,1,2,0,71,2,0,FALSE,1123.56
129,0,1,2,0,72,2,0,FALSE,1087.23
130,0,1,2,0,73,2,0,FALSE,1260.775
131,0,1,2,0,74,2,0,FALSE,1203.43
132,0,1,2,0,75,2,0,FALSE,1345.56
133,0,1,2,0,76,2,0,FALSE,979.395
134,0,1,2,0,77,2,0,FALSE,1127.495
135,0,1,2,0,78,2,0,FALSE,1113.075
136,0,1,2,0,79,2,0,FALSE,1276.795
137,0,1,2,0,80,2,0,TRUE,119.28
138,0,1,2,0,80,2,2,TRUE,312.645
139,0,1,2,0,80,2,3,TRUE,120.82
140,0,1,2,1,59,1,0,FALSE,665.2261905
141,0,1,2,1,59,2,0,FALSE,1716.807143
142,0,1,2,1,59,4,0,FALSE,585.787037
143,0,1,2,1,59,6,0,FALSE,256.5428571
144,0,1,2,1,60,1,0,FALSE,616.9166667
145,0,1,2,1,60,2,0,FALSE,1300.964286
146,0,1,2,1,60,4,0,FALSE,552.8611111
147,0,1,2,1,60,6,0,TRUE,92.24285714
148,0,1,2,1,60,6,2,TRUE,94.55714286
149,0,1,2,1,60,6,3,FALSE,249.0785714
150,0,1,2,1,60,6,4,FALSE,228.8428571
151,0,1,2,1,61,1,0,FALSE,640.5119048
152,0,1,2,1,61,2,0,FALSE,1411.164286
153,0,1,2,1,61,4,0,FALSE,565.7037037
154,0,1,2,1,62,1,0,FALSE,628.7261905
155,0,1,2,1,62,2,0,FALSE,1390.742857
156,0,1,2,1,62,4,0,FALSE,572.4351852
157,0,1,2,1,63,1,0,FALSE,628.702381
158,0,1,2,1,63,2,0,FALSE,1417.628571
159,0,1,2,1,63,4,0,FALSE,571.8055556
160,0,1,2,1,64,1,0,FALSE,560.1428571
161,0,1,2,1,64,2,0,FALSE,1187.635714
162,0,1,2,1,64,4,0,FALSE,497.4074074
163,0,1,2,1,65,1,0,FALSE,586.3333333
164,0,1,2,1,65,2,0,FALSE,1317.15
165,0,1,2,1,65,4,0,FALSE,519.2037037
166,0,1,2,1,66,1,0,FALSE,576.3928571
167,0,1,2,1,66,2,0,FALSE,1299.528571
168,0,1,2,1,66,4,0,FALSE,516.6759259
169,0,1,2,1,67,1,0,FALSE,598.5357143
170,0,1,2,1,67,2,0,FALSE,1455.378571
171,0,1,2,1,67,4,0,FALSE,542.0740741
172,0,1,2,1,68,1,0,FALSE,557.4285714
173,0,1,2,1,68,2,0,FALSE,1113.721429
174,0,1,2,1,68,4,0,FALSE,492.25
175,0,1,2,1,69,1,0,FALSE,573.9642857
176,0,1,2,1,69,2,0,FALSE,1208.778571
177,0,1,2,1,69,3,0,FALSE,184.7214286
178,0,1,2,1,69,4,0,FALSE,522.9907407
179,0,1,2,1,69,5,0,FALSE,763.0944444
180,0,1,2,1,70,1,0,TRUE,528.5357143
181,0,1,2,1,70,1,2,TRUE,577.5595238
182,0,1,2,1,70,1,3,FALSE,630.3571429
183,0,1,2,1,70,1,4,FALSE,607.7857143
184,0,1,2,1,70,2,0,FALSE,1209.721429
185,0,1,2,1,70,3,0,TRUE,159.65
186,0,1,2,1,70,3,2,TRUE,154.2
187,0,1,2,1,70,3,3,FALSE,178.55
188,0,1,2,1,70,3,4,FALSE,184.5785714
189,0,1,2,1,70,4,0,TRUE,435.4907407
190,0,1,2,1,70,4,2,TRUE,468.8703704
191,0,1,2,1,70,4,3,FALSE,561.6851852
192,0,1,2,1,70,4,4,FALSE,543.6574074
193,0,1,2,1,70,5,0,FALSE,758.1166667
194,0,1,2,1,71,2,0,FALSE,1341.264286
195,0,1,2,1,71,5,0,FALSE,762.5222222
196,0,1,2,1,72,2,0,FALSE,1276.278571
197,0,1,2,1,72,5,0,FALSE,744.5611111
198,0,1,2,1,73,2,0,FALSE,1459.335714
199,0,1,2,1,73,5,0,FALSE,727.5666667
200,0,1,2,1,74,2,0,FALSE,1393.121429
201,0,1,2,1,74,5,0,FALSE,748.5722222
202,0,1,2,1,75,2,0,FALSE,1550.778571
203,0,1,2,1,75,5,0,FALSE,735.5444444
204,0,1,2,1,76,2,0,FALSE,1171.971429
205,0,1,2,1,76,5,0,FALSE,740.7777778
206,0,1,2,1,77,2,0,FALSE,1309.614286
207,0,1,2,1,77,5,0,FALSE,734.8444444
208,0,1,2,1,78,2,0,FALSE,1316.185714
209,0,1,2,1,78,5,0,FALSE,736.1833333
210,0,1,2,1,79,2,0,FALSE,1480.921429
211,0,1,2,1,79,5,0,FALSE,742.3444444
212,0,1,2,1,80,2,0,TRUE,126.5071429
213,0,1,2,1,80,2,2,TRUE,369.9785714
214,0,1,2,1,80,2,3,TRUE,130.6642857
215,0,1,2,1,80,2,4,FALSE,1386.157143
216,0,1,2,1,80,5,0,TRUE,102.6166667
217,0,1,2,1,80,5,2,FALSE,783.3722222
218,0,1,2,1,80,5,3,FALSE,782.6888889
219,0,1,2,1,80,5,4,TRUE,105.6
220,0,2,1,0,59,1,0,FALSE,522.525
221,0,2,1,0,59,4,0,FALSE,466.4625
222,0,2,1,0,59,6,0,FALSE,144.525
223,0,2,1,0,60,1,0,FALSE,447.9
224,0,2,1,0,60,4,0,FALSE,412.4125
225,0,2,1,0,60,6,0,TRUE,93.575
226,0,2,1,0,60,6,2,TRUE,87.55
227,0,2,1,0,60,6,3,FALSE,132.325
228,0,2,1,0,61,1,0,FALSE,468.8
229,0,2,1,0,61,4,0,FALSE,429.3125
230,0,2,1,0,62,1,0,FALSE,476.3
231,0,2,1,0,62,4,0,FALSE,431.5625
232,0,2,1,0,63,1,0,FALSE,471.675
233,0,2,1,0,63,4,0,FALSE,447.0125
234,0,2,1,0,64,1,0,FALSE,394.275
235,0,2,1,0,64,4,0,FALSE,351.3625
236,0,2,1,0,65,1,0,FALSE,410.15
237,0,2,1,0,65,4,0,FALSE,379.2375
238,0,2,1,0,66,1,0,FALSE,399.35
239,0,2,1,0,66,4,0,FALSE,375.925
240,0,2,1,0,67,1,0,FALSE,434.025
241,0,2,1,0,67,4,0,FALSE,406.8
242,0,2,1,0,68,1,0,FALSE,391.625
243,0,2,1,0,68,4,0,FALSE,357.725
244,0,2,1,0,69,1,0,FALSE,411.95
245,0,2,1,0,69,3,0,FALSE,105.425
246,0,2,1,0,69,4,0,FALSE,395.3875
247,0,2,1,0,70,1,0,TRUE,377.325
248,0,2,1,0,70,1,2,TRUE,418.6
249,0,2,1,0,70,1,3,FALSE,446.125
250,0,2,1,0,70,3,0,TRUE,98.975
251,0,2,1,0,70,3,2,TRUE,94.275
252,0,2,1,0,70,3,3,FALSE,100.6
253,0,2,1,0,70,4,0,TRUE,345
254,0,2,1,0,70,4,2,TRUE,367
255,0,2,1,0,70,4,3,FALSE,420.625
256,0,2,1,1,59,1,0,FALSE,654.78125
257,0,2,1,1,59,4,0,FALSE,570.2708333
258,0,2,1,1,59,6,0,FALSE,257.1666667
259,0,2,1,1,60,1,0,FALSE,607.625
260,0,2,1,1,60,4,0,FALSE,544.7708333
261,0,2,1,1,60,6,0,TRUE,92.75
262,0,2,1,1,60,6,2,TRUE,95.97222222
263,0,2,1,1,60,6,3,FALSE,245.3611111
264,0,2,1,1,60,6,4,FALSE,230.75
265,0,2,1,1,61,1,0,FALSE,623
266,0,2,1,1,61,4,0,FALSE,550.0208333
267,0,2,1,1,62,1,0,FALSE,620.375
268,0,2,1,1,62,4,0,FALSE,551.4375
269,0,2,1,1,63,1,0,FALSE,624.25
270,0,2,1,1,63,4,0,FALSE,550.0625
271,0,2,1,1,64,1,0,FALSE,559.21875
272,0,2,1,1,64,4,0,FALSE,488.8958333
273,0,2,1,1,65,1,0,FALSE,578.25
274,0,2,1,1,65,4,0,FALSE,489.4375
275,0,2,1,1,66,1,0,FALSE,568.4375
276,0,2,1,1,66,4,0,FALSE,486.6458333
277,0,2,1,1,67,1,0,FALSE,608.3125
278,0,2,1,1,67,4,0,FALSE,526.5833333
279,0,2,1,1,68,1,0,FALSE,560.65625
280,0,2,1,1,68,4,0,FALSE,485.8333333
281,0,2,1,1,69,1,0,FALSE,581.90625
282,0,2,1,1,69,3,0,FALSE,177.75
283,0,2,1,1,69,4,0,FALSE,512.5208333
284,0,2,1,1,69,5,0,FALSE,745.525
285,0,2,1,1,70,1,0,TRUE,523.40625
286,0,2,1,1,70,1,2,TRUE,574.21875
287,0,2,1,1,70,1,3,FALSE,609.34375
288,0,2,1,1,70,1,4,FALSE,597.875
289,0,2,1,1,70,3,0,TRUE,156.9444444
290,0,2,1,1,70,3,2,TRUE,148.9722222
291,0,2,1,1,70,3,3,FALSE,172.1666667
292,0,2,1,1,70,3,4,FALSE,180.7222222
293,0,2,1,1,70,4,0,TRUE,429.125
294,0,2,1,1,70,4,2,TRUE,457.3958333
295,0,2,1,1,70,4,3,FALSE,563.0625
296,0,2,1,1,70,4,4,FALSE,541.4583333
297,0,2,1,1,70,5,0,FALSE,756.35
298,0,2,1,1,71,5,0,FALSE,750.65
299,0,2,1,1,72,5,0,FALSE,739.6
300,0,2,1,1,73,5,0,FALSE,727.05
301,0,2,1,1,74,5,0,FALSE,758.275
302,0,2,1,1,75,5,0,FALSE,724.4
303,0,2,1,1,76,5,0,FALSE,736.95
304,0,2,1,1,77,5,0,FALSE,741.675
305,0,2,1,1,78,5,0,FALSE,781.25
306,0,2,1,1,79,5,0,FALSE,736.225
307,0,2,1,1,80,5,0,TRUE,103.975
308,0,2,1,1,80,5,2,FALSE,779.025
309,0,2,1,1,80,5,3,FALSE,771.8
310,0,2,1,1,80,5,4,TRUE,104.5
311,0,2,2,0,59,1,0,FALSE,511.4791667
312,0,2,2,0,59,2,0,FALSE,1525.910714
313,0,2,2,0,59,4,0,FALSE,478.0416667
314,0,2,2,0,59,6,0,FALSE,144.3035714
315,0,2,2,0,60,1,0,FALSE,442.25
316,0,2,2,0,60,2,0,FALSE,1135.276786
317,0,2,2,0,60,4,0,FALSE,413.9375
318,0,2,2,0,60,6,0,TRUE,90.44642857
319,0,2,2,0,60,6,2,TRUE,85.58035714
320,0,2,2,0,60,6,3,FALSE,134.7857143
321,0,2,2,0,61,1,0,FALSE,459.8229167
322,0,2,2,0,61,2,0,FALSE,1283.669643
323,0,2,2,0,61,4,0,FALSE,438.3194444
324,0,2,2,0,62,1,0,FALSE,456.28125
325,0,2,2,0,62,2,0,FALSE,1246.285714
326,0,2,2,0,62,4,0,FALSE,437.1875
327,0,2,2,0,63,1,0,FALSE,462.78125
328,0,2,2,0,63,2,0,FALSE,1302.473214
329,0,2,2,0,63,4,0,FALSE,454.0694444
330,0,2,2,0,64,1,0,FALSE,387.1354167
331,0,2,2,0,64,2,0,FALSE,1001.142857
332,0,2,2,0,64,4,0,FALSE,358.8611111
333,0,2,2,0,65,1,0,FALSE,412.0729167
334,0,2,2,0,65,2,0,FALSE,1101.660714
335,0,2,2,0,65,4,0,FALSE,384.4027778
336,0,2,2,0,66,1,0,FALSE,389.625
337,0,2,2,0,66,2,0,FALSE,1109.482143
338,0,2,2,0,66,4,0,FALSE,384.2777778
339,0,2,2,0,67,1,0,FALSE,420.5208333
340,0,2,2,0,67,2,0,FALSE,1233.276786
341,0,2,2,0,67,4,0,FALSE,420.5625
342,0,2,2,0,68,1,0,FALSE,383.6770833
343,0,2,2,0,68,2,0,FALSE,910.6964286
344,0,2,2,0,68,4,0,FALSE,364.5694444
345,0,2,2,0,69,1,0,FALSE,408.9375
346,0,2,2,0,69,2,0,FALSE,1011.964286
347,0,2,2,0,69,3,0,FALSE,111.1160714
348,0,2,2,0,69,4,0,FALSE,394.0763889
349,0,2,2,0,70,1,0,TRUE,376.8229167
350,0,2,2,0,70,1,2,TRUE,417.8229167
351,0,2,2,0,70,1,3,FALSE,448.3645833
352,0,2,2,0,70,2,0,FALSE,1018.714286
353,0,2,2,0,70,3,0,TRUE,103.4732143
354,0,2,2,0,70,3,2,TRUE,96.51785714
355,0,2,2,0,70,3,3,FALSE,103.8482143
356,0,2,2,0,70,4,0,TRUE,344.6458333
357,0,2,2,0,70,4,2,TRUE,369.9166667
358,0,2,2,0,70,4,3,FALSE,431.4027778
359,0,2,2,0,71,2,0,FALSE,1120.410714
360,0,2,2,0,72,2,0,FALSE,1082.267857
361,0,2,2,0,73,2,0,FALSE,1238.526786
362,0,2,2,0,74,2,0,FALSE,1198.071429
363,0,2,2,0,75,2,0,FALSE,1337.205357
364,0,2,2,0,76,2,0,FALSE,981.2410714
365,0,2,2,0,77,2,0,FALSE,1129.607143
366,0,2,2,0,78,2,0,FALSE,1101.482143
367,0,2,2,0,79,2,0,FALSE,1285.410714
368,0,2,2,0,80,2,0,TRUE,116.8214286
369,0,2,2,0,80,2,2,TRUE,311.9732143
370,0,2,2,0,80,2,3,TRUE,123.6071429
371,0,2,2,1,59,1,0,FALSE,678.7037037
372,0,2,2,1,59,2,0,FALSE,1706.037879
373,0,2,2,1,59,4,0,FALSE,583.0763889
374,0,2,2,1,59,6,0,FALSE,254.7651515
375,0,2,2,1,60,1,0,FALSE,620.5
376,0,2,2,1,60,2,0,FALSE,1310.681818
377,0,2,2,1,60,4,0,FALSE,555.9097222
378,0,2,2,1,60,6,0,TRUE,91.25757576
379,0,2,2,1,60,6,2,TRUE,93.21212121
380,0,2,2,1,60,6,3,FALSE,245.25
381,0,2,2,1,60,6,4,FALSE,227.280303
382,0,2,2,1,61,1,0,FALSE,641.8703704
383,0,2,2,1,61,2,0,FALSE,1420.045455
384,0,2,2,1,61,4,0,FALSE,570.3402778
385,0,2,2,1,62,1,0,FALSE,638.212963
386,0,2,2,1,62,2,0,FALSE,1396.848485
387,0,2,2,1,62,4,0,FALSE,574.0902778
388,0,2,2,1,63,1,0,FALSE,644.0092593
389,0,2,2,1,63,2,0,FALSE,1436.795455
390,0,2,2,1,63,4,0,FALSE,584.3055556
391,0,2,2,1,64,1,0,FALSE,569.8611111
392,0,2,2,1,64,2,0,FALSE,1201.818182
393,0,2,2,1,64,4,0,FALSE,499.5555556
394,0,2,2,1,65,1,0,FALSE,596.6203704
395,0,2,2,1,65,2,0,FALSE,1301.30303
396,0,2,2,1,65,4,0,FALSE,524.8055556
397,0,2,2,1,66,1,0,FALSE,581.6111111
398,0,2,2,1,66,2,0,FALSE,1301.05303
399,0,2,2,1,66,4,0,FALSE,506.9722222
400,0,2,2,1,67,1,0,FALSE,619.6574074
401,0,2,2,1,67,2,0,FALSE,1454.280303
402,0,2,2,1,67,4,0,FALSE,544.1041667
403,0,2,2,1,68,1,0,FALSE,574.7037037
404,0,2,2,1,68,2,0,FALSE,1110.780303
405,0,2,2,1,68,4,0,FALSE,504.1458333
406,0,2,2,1,69,1,0,FALSE,590.5740741
407,0,2,2,1,69,2,0,FALSE,1224.416667
408,0,2,2,1,69,3,0,FALSE,186.2045455
409,0,2,2,1,69,4,0,FALSE,531.3402778
410,0,2,2,1,69,5,0,FALSE,756.5833333
411,0,2,2,1,70,1,0,TRUE,548.712963
412,0,2,2,1,70,1,2,TRUE,596.287037
413,0,2,2,1,70,1,3,FALSE,636.1111111
414,0,2,2,1,70,1,4,FALSE,629.2037037
415,0,2,2,1,70,2,0,FALSE,1214.325758
416,0,2,2,1,70,3,0,TRUE,160.1742424
417,0,2,2,1,70,3,2,TRUE,154.4166667
418,0,2,2,1,70,3,3,FALSE,176.5454545
419,0,2,2,1,70,3,4,FALSE,186.8560606
420,0,2,2,1,70,4,0,TRUE,443.4861111
421,0,2,2,1,70,4,2,TRUE,478.5208333
